人工補入,,Manual deposit,,,,,,,,,,,,,,"setting.manualFillIn,depositWithdrawalManagement.a25"
入金方式列表,,Deposit method list,,,,,,,,,,,,,,"setting.depositMethodList,depositWithdrawalManagement.a59"
入金額度設定,,Deposit amount settings,,,,,,,,,,,,,,"setting.depositAmountSetting,depositWithdrawalManagement.a61"
出金方式列表,,Withdrawal method list,,,,,,,,,,,,,,"setting.withdrawalMethodList,depositWithdrawalManagement.a86"
一般設定,,General settings,,,,,,,,,,,,,,setting.title
後台人員列表,,List of back-end administrators,,,,,,,,,,,,,,setting.staffList
權限群組設定,,Authorized group settings,,,,,,,,,,,,,,setting.permissionGroupSettings
操作記錄,,Activity history,,,,,,,,,,,,,,setting.OperationRecord
多國語言設定,,Language settings,,,,,,,,,,,,,,setting.languageSettings
姓名,,Name,,,,,,,,,,,,,,setting.name
權限群組,,Authorized group,,,,,,,,,,,,,,setting.permissionGroup
Email,Email,Email,,อีเมล,,,,,,,,,Email,Email,,"setting.email,userManagement.b1"
最近登入時間,,Latest login time,,,,,,,,,,,,,,setting.lastLoginTime
描述,,Description,,,,,,,,,,,,,,setting.description
禁止登入,,Login disabled,,,,,,,,,,,,,,setting.disableLogin
恢復登入,,Login re-enabled,,,,,,,,,,,,,,setting.restoreLogin
編輯權限角色,,Edit authorized roles,,,,,,,,,,,,,,setting.editPermissionRoles
新增權限角色,,Add new authorized roles,,,,,,,,,,,,,,setting.addPermissionRole
已送出邀請信件，請於信箱內確認,,An invitation email has been sent. Please check your mailbox.,,,,,,,,,,,,,,setting.sendEMailSuccess
可登入,,Login available,,,,,,,,,,,,,,setting.canLogin
未啟用,,Not activated,,,,,,,,,,,,,,setting.disabled
設定新密碼,,Set a new password,,,,,,,,,,,,,,setting.setNewPwd
密碼強度不足，請至少輸入 {min} 個字元,,The password is not strong enough. Please enter at least {min} characters.,,,,,,,,,,,,,,setting.pwdStrengthError
密碼不符合,,Password mismatch,,,,,,,,,,,,,,setting.notMatchPwd
已禁止該成員登入,,This member has been banned from logging in.,,,,,,,,,,,,,,setting.disabledMemberLogin
"禁止登入後，成員將無法使用原帳號密碼登入，但其擁有的權限不會消失，將於恢復登入後還原。

確定要禁止該成員登入嗎?",,"After disabling login, the member will not be able to log in with their original account and password, but rights to the account will not be lost and will be restored once the login is re-enabled. Are you sure you want to disable the member from logging in?",,,,,,,,,,,,,,setting.disabledMemberLoginTip
已恢復該成員的登入權限,,Member's login permission has been re-stored.,,,,,,,,,,,,,,setting.enableMemberLogin
"恢復登入後，成員將可以使用原帳號密碼登入，其擁有的權限將會一併還原。

確定要恢復該成員的登入權限嗎?",,"After login is re-enabled, the member will be able to use their original account and password to log in. All rights previously granted will be restored. Are you sure you want to re-enable the member to log in?",,,,,,,,,,,,,,setting.enableMemberLoginTip
群組名稱,,Group name,,,,,,,,,,,,,,setting.groupName
新增權限群組,,Create administrator group,,,,,,,,,,,,,,setting.addPermissionGroup
帳號管理,,Manage account,,,,,,,,,,,,,,setting.accountManagement
權限管理,,Manage access,,,,,,,,,,,,,,setting.authorityManagement
支付管理,,Manage payment,,,,,,,,,,,,,,setting.paymentManagement
產品管理,,Manage products,,,,,,,,,,,,,,setting.productManagement
匯率與貨幣設定,,Exchange rate and currency settings,,,,,,,,,,,,,,"setting.exchangeRateCurrencySettings,paramManagement.exchangeRateCurrencySettings"
風險警告管理,,Manage risk warnings,,,,,,,,,,,,,,setting.riskWarningManagement
註冊及通知系統,,Registration and notification system,,,,,,,,,,,,,,"setting.registerNotificationSystem,userManagement.registerNotificationSystem"
讀取,,Read,,,,,,,,,,,,,,setting.read
列表,,List,,,,,,,,,,,,,,setting.list
更新,,Update,,,,,,,,,,,,,,setting.update
功能列表,,List of functions,,,,,,,,,,,,,,setting.functionList
國家列表,,List of countries,,,,,,,,,,,,,,setting.countryList
新增國家,,Add new countries,,,,,,,,,,,,,,setting.addCountry
更新國家,,Update countries,,,,,,,,,,,,,,setting.updateCountry
支付來源資訊,,Payment source information,,,,,,,,,,,,,,setting.paymentSourceInformation
入金來源列表,,Deposit source list,,,,,,,,,,,,,,setting.depositSourceList
出金來源列表,,Withdrawal source list,,,,,,,,,,,,,,setting.withdrawalSourceList
新增入金來源,,Add new deposit source,,,,,,,,,,,,,,setting.addDepositSource
新增出金來源,,Add new withdrawal source,,,,,,,,,,,,,,setting.addWithdrawalSource
更新支付來源列表,,Renew payment source list,,,,,,,,,,,,,,setting.updatePaymentSources
出金次數設定,,Settings for number of withdrawals,,,,,,,,,,,,,,setting.withdrawalNumber
新增入金方式,,Add deposit method,,,,,,,,,,,,,,setting.addDepositMethod
新增出金方式,,Add withdrawal method,,,,,,,,,,,,,,setting.addWithdrawalMethod
更新出入金方式,,Update deposit and withdrawal methods,,,,,,,,,,,,,,setting.updateDepositWithdrawalMethod
刪除出入金方式,,Delete deposit and withdrawal methods,,,,,,,,,,,,,,setting.deleteDepositWithdrawalMethod
訂單列表,订单列表,Order List,,รายการสั่งซื้อ,,,,,,,,,Bảng liệt kê Đơn đặt hàng,Bảng liệt kê Đơn đặt hàng,,setting.orderList
鎖定訂單,,Lock order,,,,,,,,,,,,,,setting.lockOrder
審核確定,,Review confirmed,,,,,,,,,,,,,,setting.reviewConfirmed
出金審核,,Review withdrawal,,,,,,,,,,,,,,setting.withdrawalAudit
出金訂單可用通道列表,,List of available channels for withdrawal requests,,,,,,,,,,,,,,setting.availableWithdrawalChannels
入金訂單修改金額,,Modify amount for deposit requests,,,,,,,,,,,,,,setting.modifyDepositOrder
強平平倉設定,,Forced liquidation and close position settings,,,,,,,,,,,,,,"setting.forcedLiquidationSettings,paramManagement.forcedLiquidationSettings"
資訊,,Information,,,,,,,,,,,,,,setting.information
審核,,Review,,,,,,,,,,,,,,setting.audit
出金帳戶列表,,Withdrawal account list,,,,,,,,,,,,,,setting.withdrawalAccountsList
審核出金帳戶,,Review withdrawal account,,,,,,,,,,,,,,setting.auditWithdrawalAccount
建立,,Create,,,,,,,,,,,,,,setting.establish
貨幣列表,,Currency list,,,,,,,,,,,,,,"setting.currencyList,paramManagement.currencyList"
匯率列表,,Exchange rate list,,,,,,,,,,,,,,setting.exchangeRateList
新增匯率,,Add new exchange rate,,,,,,,,,,,,,,setting.addExchangeRate
更新匯率,,Update exchange rate,,,,,,,,,,,,,,setting.updateExchangeRate
備註訂單,,Order notes,,,,,,,,,,,,,,setting.noteOrder
掛單列表,,List of pending orders,,,,,,,,,,,,,,setting.pendingOrderList
已平倉列表,,List of closed positions,,,,,,,,,,,,,,setting.closedPositionList
取得風險警告設定,,Obtain risk warning settings,,,,,,,,,,,,,,setting.getRiskEarningSettings
修改風險警告設定,,Modify risk warning settings,,,,,,,,,,,,,,setting.modifyRiskEarningSettings
手續費新增,,Add new handling fees,,,,,,,,,,,,,,setting.addedHandlingFee
手續費編輯,,Modify handling fees,,,,,,,,,,,,,,setting.editingFee
手續費列表,,List of handling fees,,,,,,,,,,,,,,setting.feeList
手續費刪除,,Delete handling fees,,,,,,,,,,,,,,setting.deleteFee
已平倉概況,,Closed position overview,,,,,,,,,,,,,,setting.closedPositionOverview
取得頻繁交易,,Obtain frequent transactions,,,,,,,,,,,,,,setting.getFrequentDeals
取得獲利異常,,Obtain profit anomalies,,,,,,,,,,,,,,setting.getProfitException
調整啟用,,Modify activation,,,,,,,,,,,,,,setting.tweakEnabled
編輯內容,,Edit content,,,,,,,,,,,,,,setting.editContent
通知語系列表,,List of languages for notifications,,,,,,,,,,,,,,setting.noticeSeriesList
出入金管理,,Manage deposit and withdrawal,,,,,,,,,,,,,,depositWithdrawalManagement.a1
入金列表,,Deposit list,,,,,,,,,,,,,,depositWithdrawalManagement.a2
刷新倒數 {參數} 秒,,Refreshing in {parameters} seconds,,,,,,,,,,,,,,depositWithdrawalManagement.a3
操作時間,,Operation time,,,,,,,,,,,,,,depositWithdrawalManagement.a13
回調時間,,Correction time,,,,,,,,,,,,,,depositWithdrawalManagement.a14
未支付,未支付,Unpaid,,ค้างชำระ,,,,,,,,,Chưa thanh toán,Chưa thanh toán,,depositWithdrawalManagement.a16
已支付,,Paid,,,,,,,,,,,,,,depositWithdrawalManagement.a17
失敗,,Failed,,ล้มเหลว,,,,,,,,,Không thành công,Không thành công,,depositWithdrawalManagement.a18
審核中,审核中,Under review,,อยู่ระหว่างการตรวจสอบ,,,,,,,,,Đang thẩm hạch,Đang thẩm hạch,,depositWithdrawalManagement.a19
入金時間,,Time of deposit,,,,,,,,,,,,,,depositWithdrawalManagement.a20
鎖定人員,,Lock user,,,,,,,,,,,,,,depositWithdrawalManagement.a21
鎖定時間,,Lock time,,,,,,,,,,,,,,depositWithdrawalManagement.a22
審核確認,,Review confirmed,,,,,,,,,,,,,,depositWithdrawalManagement.a24
調整金額,,Modify amount,,,,,,,,,,,,,,depositWithdrawalManagement.a26
人工補入金額,,Manually deposited amount,,,,,,,,,,,,,,depositWithdrawalManagement.a28
"選擇人工補入之後，系統將會重新確認該使用者的匯款資訊，並重新更新匯款狀態。\n\n
若使用者有確實匯款，也會一併更新帳戶餘額的顯示內容。\n\n
確定要人工補入嗎?",,"After selecting manual deposits, the system will reconfirm the user's deposit information and update the remittance status. \n\n If the user has made an actual deposit, the account balance will be updated as well. \n\n Are you sure you want to make a manual deposit?",,,,,,,,,,,,,,depositWithdrawalManagement.a29
請輸入使用者的匯款金額，並再次確認使用者確實有匯入該筆款項。,,Please enter the deposit amount and double check to make sure that the user has remitted this fund.,,,,,,,,,,,,,,depositWithdrawalManagement.a30
確定要調整金額嗎?,,Are you sure you want to modify the amount?,,,,,,,,,,,,,,depositWithdrawalManagement.a32
入金審核確認,,Deposit review confirmed,,,,,,,,,,,,,,depositWithdrawalManagement.a33
確定要審核該使用者的入金嗎?\n\n入金後無法取消或反悔，請再次確認金額無誤。,,"Are you sure you want to review the user's deposit? \n\n Once the fund is deposited, you cannot cancel or undo the action. Please make sure that the amount is correct.",,,,,,,,,,,,,,depositWithdrawalManagement.a34
審核入金,,Review deposit,,,,,,,,,,,,,,depositWithdrawalManagement.a35
請填寫備註,,Please fill in the notes,,,,,,,,,,,,,,depositWithdrawalManagement.a36
送出,,Send,,,,,,,,,,,,,,"depositWithdrawalManagement.a37,common.send"
出金列表,,List of withdrawal requests,,,,,,,,,,,,,,depositWithdrawalManagement.a38
資金退回,资金退回,Return funds,,,,,,,,,,,,,,depositWithdrawalManagement.a43
審核失敗,,Review failed,,การตรวจสอบล้มเหลว,,,,,,,,,Thẩm hạch không thành công,Thẩm hạch không thành công,,depositWithdrawalManagement.a44
出金完成,,Withdrawal complete,,,,,,,,,,,,,,depositWithdrawalManagement.a45
處理中,,Processing,,กำลังประมวลผล,,,,,,,,,Đang xử lý,Đang xử lý,,depositWithdrawalManagement.a47
支付時間,,Payment time,,,,,,,,,,,,,,depositWithdrawalManagement.a48
拒絕,,Denied,,,,,,,,,,,,,,depositWithdrawalManagement.a49
出金審核確認,,Confirm withdrawal review,,,,,,,,,,,,,,depositWithdrawalManagement.a50
"確定要審核該使用者的出金嗎?\n\n
出金後無法取消或反悔，請再次確認金額無誤。",,"Are you sure you want to approve the withdrawals of the user? \n\n Once the withdrawal is confirmed, you cannot cancel or undo it. Please make sure the amount is correct.",,,,,,,,,,,,,,depositWithdrawalManagement.a51
出金金額,,Withdrawal amount,,,,,,,,,,,,,,depositWithdrawalManagement.a52
請選擇出金通道,,Please select the channel for withdrawal,,,,,,,,,,,,,,"depositWithdrawalManagement.a53,depositWithdrawalManagement.a75"
審核出金,,Approve withdrawal,,,,,,,,,,,,,,depositWithdrawalManagement.a54
拒絕出金,,Deny withdrawal,,,,,,,,,,,,,,depositWithdrawalManagement.a55
"確定要拒絕該用戶得出金嗎?\n\n
請填寫拒絕出金的原因，以便用戶後續再次申請。",,Are you sure you want to deny the withdrawal of this user? \n\n Please state the reason for rejection in case the user wants to reapply in the future.,,,,,,,,,,,,,,depositWithdrawalManagement.a56
入金設定,,Deposit settings,,,,,,,,,,,,,,depositWithdrawalManagement.a57
額度手續費設定,,Deposit limit handling fee settings,,,,,,,,,,,,,,depositWithdrawalManagement.a58
入金通道設定,,Settings for deposit channels,,,,,,,,,,,,,,depositWithdrawalManagement.a60
幣值,,Value of currency,,,,,,,,,,,,,,depositWithdrawalManagement.a62
手續費設定,,Handling fee settings,,,,,,,,,,,,,,depositWithdrawalManagement.a66
規則,,Rules,,,,,,,,,,,,,,depositWithdrawalManagement.a67
高於等於,,Higher than or equal to,,,,,,,,,,,,,,depositWithdrawalManagement.a68
手續費規則,,Rules for handling fees,,,,,,,,,,,,,,depositWithdrawalManagement.a69
固定金額,,Fixed amount,,,,,,,,,,,,,,depositWithdrawalManagement.a70
比例,,Ratio,,,,,,,,,,,,,,depositWithdrawalManagement.a71
開放之用戶層級,,Available user level,,,,,,,,,,,,,,depositWithdrawalManagement.a76
顯示名稱,,Displayed name,,,,,,,,,,,,,,depositWithdrawalManagement.a77
單筆最小額度,,Minimum amount per transaction,,,,,,,,,,,,,,depositWithdrawalManagement.a78
單筆最大額度,,Maximum amount per transaction,,,,,,,,,,,,,,depositWithdrawalManagement.a79
沒有你想要的支付方式?,,Can you not find the payment method you want?,,,,,,,,,,,,,,depositWithdrawalManagement.a80
通道名稱,,Channel name,,,,,,,,,,,,,,depositWithdrawalManagement.a81
通道代碼,,Channel code,,,,,,,,,,,,,,depositWithdrawalManagement.a82
接口域名,,Interface domain,,,,,,,,,,,,,,depositWithdrawalManagement.a83
出金設定,,Withdrawal settings,,,,,,,,,,,,,,depositWithdrawalManagement.a84
出金次數＆手續費設定,,Number of withdrawals and handling fee settings,,,,,,,,,,,,,,depositWithdrawalManagement.a85
出金通道設定,,Settings for withdrawal channels,,,,,,,,,,,,,,depositWithdrawalManagement.a87
出金次數,,Number of withdrawals,,,,,,,,,,,,,,depositWithdrawalManagement.a88
單筆最高取款金額,,Maximum withdrawal amount per transaction,,,,,,,,,,,,,,depositWithdrawalManagement.a92
出金時間,,Time of withdrawal,,,,,,,,,,,,,,depositWithdrawalManagement.a93
時間,,Time,,,,,,,,,,,,,,depositWithdrawalManagement.a95
低於,,Lower than,,,,,,,,,,,,,,depositWithdrawalManagement.a96
公司帳戶設定,,Company account settings,,,,,,,,,,,,,,depositWithdrawalManagement.a97
帳戶列表,,Account list,,,,,,,,,,,,,,depositWithdrawalManagement.a98
順位,,Order,,,,,,,,,,,,,,depositWithdrawalManagement.a99
帳戶名稱,,Account name,,,,,,,,,,,,,,depositWithdrawalManagement.a100
帳戶,,Account,,,,,,,,,,,,,,depositWithdrawalManagement.a101
修改公司帳戶,,Modify company account,,,,,,,,,,,,,,depositWithdrawalManagement.a103
帳號順位,,Account order,,,,,,,,,,,,,,depositWithdrawalManagement.a104
帳戶號碼,,Account number,,,,,,,,,,,,,,depositWithdrawalManagement.a105
頻繁交易,,Frequent transactions,,,,,,,,,,,,,,riskWarning.frequentTransactions
盈利異常,,Profit anomalies,,,,,,,,,,,,,,riskWarning.abnormalProfit
同IP帳號,,Same IP account,,,,,,,,,,,,,,riskWarning.sameIP
風險警告設定,,Risk warning settings,,,,,,,,,,,,,,riskWarning.riskWarningSettings
手機,,Mobile,,,,,,,,,,,,,,riskWarning.phone
商品名稱,,Product name,,,,,,,,,,,,,,riskWarning.productName
間隔秒數,,Intervals,,,,,,,,,,,,,,riskWarning.intervalSeconds
查看詳情,,View details,,,,,,,,,,,,,,riskWarning.checkDetails
已成功封鎖該用戶,,Successfully blocked user,,,,,,,,,,,,,,riskWarning.blockUserSuccess
"確定要封鎖該用戶嗎？

封鎖用戶後，該用戶將無法登入、並進行交易，直到您再次解除封鎖。",,"Are you sure you want to block this user? After blocking this user, they will no longer be able to log in or trade until you unblock them.",,,,,,,,,,,,,,riskWarning.blockUserTip
總盈利金額,,Total profit amount,,,,,,,,,,,,,,riskWarning.totalProfit
總交易筆數,,Total number of transactions,,,,,,,,,,,,,,riskWarning.totalTradeCount
盈利交易佔比,,Percentage of profitable trades,,,,,,,,,,,,,,riskWarning.profitTradePercent
最新平倉時間,,Latest time of close position,,,,,,,,,,,,,,riskWarning.latestClosingTime
頻繁交易通知,,Notifications for frequent transactions,,,,,,,,,,,,,,riskWarning.frequentTransactionNotifications
盈利異常通知,,Profit anomaly notification,,,,,,,,,,,,,,riskWarning.profitAbnormalNotice
同IP帳號通知,,Same IP account notification,,,,,,,,,,,,,,riskWarning.sameIpNotification
當使用者於開倉後{second}秒內平倉,,User closed a position {second} seconds after opening a position,,,,,,,,,,,,,,riskWarning.userOpenPositionClosed
總盈利金額大於{value},,Total profit is higher than {value},,,,,,,,,,,,,,riskWarning.totalProfitMore
且,,and,,,,,,,,,,,,,,riskWarning.and
或,,or,,,,,,,,,,,,,,riskWarning.or
盈利筆數佔比大於{percent}%,,Profitable trades higher than {percent}%,,,,,,,,,,,,,,riskWarning.a1
同一IP擁有{count}個帳號,,The same IP owns {count} accounts,,,,,,,,,,,,,,riskWarning.ownedSameIP
參數管理,,Manage parameters,,,,,,,,,,,,,,paramManagement.title
成就階級任務,,Achievements,,,,,,,,,,,,,,paramManagement.achievement
活動設定,,Activity settings,,,,,,,,,,,,,,paramManagement.eventSettings
保證金設定,,Margin settings,,,,,,,,,,,,,,paramManagement.marginSetting
達到強制平倉額度的,,Reached the amount for forced liquidation,,,,,,,,,,,,,,paramManagement.forcedLiquidationLimit
收盤前檢查時間,,Pre-close inspection time,,,,,,,,,,,,,,paramManagement.closeCheckTime
分鐘,,Minutes,,,,,,,,,,,,,,paramManagement.minute
"備註：
1.當帳戶餘額低於保證金，將會強制平倉。強制平倉通知相關設定，請前往通知設定查看。

2.如欲設定不同層級用戶的保證金額度比例，請前往用戶層級調整。",,"Notes: 
1. When the account balance falls below the margin, the position will be forced to liquidate. Please go to notification settings to view the notification settings related to forced liquidation.

2. If you want to set different margins for different levels of users, please go to user level for modifications.",,,,,,,,,,,,,,paramManagement.forcedLiquidationSettingsRemark
匯率設定,,Exchange rate settings,,,,,,,,,,,,,,paramManagement.exchangeRateSetting
貨幣名稱,,Currency name,,,,,,,,,,,,,,paramManagement.currencyName
貨幣兌,,Currency pair,,,,,,,,,,,,,,paramManagement.currencyPair
取款兌換率,,Withdrawal exchange rate,,,,,,,,,,,,,,paramManagement.withdrawalExchangeRate
存款兌換率,,Deposit exchange rate,,,,,,,,,,,,,,paramManagement.depositExchangeRate
建立時間,,Create time,,,,,,,,,,,,,,paramManagement.createdTime
最後更新時間,,Latest time of update,,,,,,,,,,,,,,paramManagement.lastUpdateTime
貨幣,,Currency,,,,,,,,,,,,,,paramManagement.currency
欲兌換貨幣,,I wish to exchange currencies.,,,,,,,,,,,,,,paramManagement.wantExchangeCurrency
上次發布時間,,Last release date,,,,,,,,,,,,,,common.lastPublishedTime
發布,,Release,,,,,,,,,,,,,,common.release
登出,登出,Log out,,ออกจากระบบ,,,,,,,,,Đăng xuất,Đăng xuất,,common.logout
全部關閉,,Close all,,,,,,,,,,,,,,common.cancelAll
新增,新增,Add,,เพิ่ม,,,,,,,,,Thêm mới,Thêm mới,,common.add
編輯,编辑,Edit,,แก้ไข,,,,,,,,,Biên tập,Biên tập,,common.edit
刪除,删除,Delete,,ลบ,,,,,,,,,Xóa bỏ,Xóa bỏ,,common.delete
儲存,储存,Save,,บันทึก,,,,,,,,,Lưu,Lưu,,common.save
取消,取消,Cancel,,ยกเลิก,,,,,,,,,Hủy bỏ,Hủy bỏ,,common.cancel
共{count}筆,,A total of {count} records,,,,,,,,,,,,,,common.totalCount
{count}筆/頁,,{count} records/pages,,,,,,,,,,,,,,common.pageCount
前往,,Go to,,,,,,,,,,,,,,common.go
頁,,Page,,,,,,,,,,,,,,common.page
欄位為必填,,This field is required.,,,,,,,,,,,,,,common.requiredField
必填欄位,,Required field,,,,,,,,,,,,,,common.requiredField2
全選,全选,Select All,,เลือกทั้งหมด,,,,,,,,,Chọn toàn bộ,Chọn toàn bộ,,common.selectAll
修改成功,修改成功,Modified successfully,,แก้ไขเรียบร้อยแล้ว,,,,,,,,,Sửa đổi thành công,Sửa đổi thành công,,common.modifySuccess
新增成功,新增成功,Added successfully,,เพิ่มเรียบร้อยแล้ว,,,,,,,,,Thêm mới thành công,Thêm mới thành công,,common.addSuccess
刪除成功,删除成功,Deleted successfully,,ลบเรียบร้อยแล้ว,,,,,,,,,Xóa thành công,Xóa thành công,,common.deleteSuccess
啟用,,Activate,,,,,,,,,,,,,,unknown.a1
信件類型,,Mail type,,,,,,,,,,,,,,unknown.a2
APP,,APP,,,,,,,,,,,,,,unknown.a3
簡訊,,SMS,,,,,,,,,,,,,,unknown.a4
設定完成,,Setting complete,,,,,,,,,,,,,,unknown.a5
尚未設定,,Not set up yet,,ยังไม่ได้ตั้งค่า,,,,,,,,,,Chưa thiết lập,,unknown.a6
無內容,,Nothing to show,,,,,,,,,,,,,,unknown.a7
通知語系,,Notification language,,,,,,,,,,,,,,unknown.a8
通知系統,,Notification system,,,,,,,,,,,,,,unknown.a9
需要填寫內容才能啟用/開啟方式,,Content is required to activate/enable the method,,,,,,,,,,,,,,unknown.a10
信件標題,,Title of the mail,,,,,,,,,,,,,,unknown.a11
信件預覽,,Preview of the mail,,,,,,,,,,,,,,unknown.a12
信件內容,,Content of the mail,,,,,,,,,,,,,,unknown.a13
APP通知以及簡訊內容,,APP notification and SMS,,,,,,,,,,,,,,unknown.a14
預覽,,Preview,,,,,,,,,,,,,,unknown.a15
假期休市,,Market is closed on holidays,,,,,,,,,,,,,,unknown.a16
實名驗證設定,,Real-name authentication settings,,,,,,,,,,,,,,unknown.a17
預設,,Default,,,,,,,,,,,,,,unknown.a18
入金驗證,,Deposit verification,,,,,,,,,,,,,,unknown.a19
出金驗證,,Withdrawal verification,,,,,,,,,,,,,,unknown.a20
步驟一：個人資料驗證,,Step 1: Personal information verification,,,,,,,,,,,,,,unknown.a21
步驟二：文件驗證,,Step 2: Document verification,,,,,,,,,,,,,,unknown.a22
身份證明文件 (正面),,ID document (front),,,,,,,,,,,,,,unknown.a23
身份證明文件 (反面),,ID document (back),,,,,,,,,,,,,,unknown.a24
步驟三：證明身份,,Step 3: Proof of identity,,,,,,,,,,,,,,unknown.a25
證明身份(包含上傳圖片),,Proof of identity (including photo upload),,,,,,,,,,,,,,unknown.a26
步驟四：證明身份2,,Step 4: Proof of identity 2,,,,,,,,,,,,,,unknown.a27
證明身份2(包含上傳圖片),,Proof of identity 2 (including photo upload),,,,,,,,,,,,,,unknown.a28
開放語言,,Languages available,,,,,,,,,,,,,,unknown.a29
"前台用戶可以看到並選擇的語言，每新增一種語言，則需要填寫
 下方列表的翻譯內容，否則將以預設語言顯示。",,"Languages visible and available for selection by front-end users. By adding a new language, one needs to fill in the translations in the list below. Otherwise, the content will be displayed in default language.",,,,,,,,,,,,,,unknown.a30
預設語言,,Default language,,,,,,,,,,,,,,unknown.a31
開放語言(可複選),,Languages available (select all that apply),,,,,,,,,,,,,,unknown.a32
編輯語言,,Edit language,,,,,,,,,,,,,,unknown.a33
語言對應表,,Language matching,,,,,,,,,,,,,,unknown.a34
未選取的地區，將以預設語言顯示。,,"For regions not chosen, content will be displayed in default language.",,,,,,,,,,,,,,unknown.a35
新增國家語言,,Add country language,,,,,,,,,,,,,,unknown.a36
新增語系,,Add language family,,,,,,,,,,,,,,unknown.a37
對應地區,,Matching region,,,,,,,,,,,,,,unknown.a38
語言,,Language,,ภาษา,,,,,,,,,,Ngôn ngữ,,unknown.a39
"刪除該語言對應後，該地區的使用者將會轉為預設語言。
 已建立的翻譯不會消失，如需要再次呈現該語言，請再重新新增一次。
 確定要刪除「{參數} /{參數}」",,"After deleting the matched language for a region, users in that region will see content in default language.
 Translations created will not disappear. If you wish to display the content in the matched language, please add it again.
 Are you sure you want to delete “{parameter} /{parameter}”",,,,,,,,,,,,,,unknown.a40
