確定,确定,Confirm,,ยืนยัน,,,もちろん,,,확신하는,,,Chắc chắn,,,ज़रूर,,,"tradeModePopup.button,noviceGuide.transactionGuide.stepLeverSettingPart2"
真實姓名,真实姓名,Real Name,,ชื่อจริง,,,実際の名前,,,실제 이름,,,Họ tên thực,,,नाम,,,"applyAgent.realName,kycFieldDefault.realName.fieldHeader,accountIdentifyData.actualNameTitle,personalVerify.realNameTitle"
申請成功,申请成功,Application Successful,,คำร้องขอสำเร็จ,,,成功したアプリケーション,,,성공적인 응용 프로그램,,,Đăng ký thành công,,,आवेदन सफल,,,applyAgent.applySuccess
申請審核預計會需要,申请审核预计会需要,An application for review takes,,การตรวจสอบจะใช้เวลา,,,アプリケーションのレビューが必要になると予想されます,,,응용 프로그램 검토가 필요할 것으로 예상됩니다,,,Đăng ký thẩm hạch dự tính sẽ cần,,,आवेदन की समीक्षा की आवश्यकता अपेक्षित है,,,applyAgent.daysAuditingExpectedHintPart1
一,一,1,,1,,,1,,,1,,,1,,,एक,,,"applyAgent.daysAuditingExpectedHintPart2,weekInterval.week1"
個工作日。申請通過後，將會主動通知，就可以使用 APP 內的代理前台來邀請用戶並開始交易。,个工作日。申请通过后，将会主动通知，就可以使用 APP 内的代理前台来邀请用户并开始交易。,"
working days. You will be notified after the application is approved. Then you can use the agent front desk in the APP to invite users and start trading.",,วันทำการ คุณจะได้รับแจ้งหลังจากได้รับการอนุมัติ จากนั้นคุณสามารถใช้งานตัวแทนในแอพเพื่อเชิญผู้ใช้และเริ่มซื้อขายได้,,,"営業日。
アプリケーションが承認された後、アプリのユーザーに通知してユーザーを招待して取引を開始するイニシアチブを取得します。",,,"근무일.
응용 프로그램이 승인 된 후에는 앱의 사용자에게 사용자를 초대하고 거래를 시작하기 위해 이니셔티브를 취합니다.",,,"ngày làm việc. Sau khi đăng ký được thông qua, sẽ chủ động thông báo, là có thể sử dụng sàn trước Đại lý trong APP để mời người sử dụng và bắt đầu giao dịch.",,,"काम कर दिन। आवेदन स्वीकृत होने के बाद, आपको सक्रिय रूप से सूचित किया जाएगा, और आप उपयोगकर्ताओं को आमंत्रित करने और व्यापार शुरू करने के लिए एपीपी में एजेंट फ्रंट डेस्क का उपयोग कर सकते हैं।",,,applyAgent.daysAuditingExpectedHintPart3
回到個人設定,回到个人设定,Return to Personal Settings,,กลับไปที่การตั้งค่าส่วนบุคคล,,,個人的な設定に戻ります,,,개인 설정으로 돌아갑니다,,,Trở về thiết lập cá nhân,,,व्यक्तिगत सेटिंग्स पर लौटें,,,applyAgent.backPersonalSettingsButton
申請完成,申请完成,Application Completed,,การยื่นคำขอสร็จสิ้น,,,完了に応募します,,,완료하려면 적용하십시오,,,Hoàn thành đăng ký,,,आवेदन पूरा हुआ,,,applyAgent.applicationCompleteTitle
送出申請,送出申请,Send Application,,ยื่นคำขอ,,,アプリケーションを送信します,,,신청서를 보내십시오,,,Gửi đăng ký,,,आवेदन जमा करो,,,applyAgent.sendApplyButton
聯絡電話,联络电话,Contact Number,,เบอร์ติดต่อ,,,連絡先の電話番号,,,연락처 전화 번호,,,Điện thoại liên lạc,,,संपर्क संख्या,,,applyAgent.contactPhoneTitle
請輸入聯絡電話,请输入联络电话,Please enter your contact number.,,กรุณาใส่หมายเลขติดต่อของคุณ,,,連絡先電話番号を入力してください,,,연락처 전화 번호를 입력하십시오,,,Vui lòng nhập điện thoại liên lạc,,,कृपया संपर्क नंबर दर्ज करें,,,applyAgent.enterContactPhoneHint
微信,微信,WeChat,,WeChat,,,wechat,,,Wechat,,,WeChat,,,WeChat,,,applyAgent.wechatTitle
請輸入微信,请输入微信,Please enter your WeChat.,,กรุณากรอก WeChat ของคุณ,,,WeChatを入力してください,,,WeChat을 입력하십시오,,,Vui lòng nhập WeChat,,,कृपया WeChat दर्ज करें,,,applyAgent.wechatHint
Line ID,Line ID,Line ID,,Line ID,,,Line ID,,,Line ID,,,Line ID,,,लाइन आईडी,,,applyAgent.lineIdTitle
請輸入Line ID,请输入Line ID,Please enter your Line ID.,,กรุณากรอกไลน์ไอดีของคุณ,,,行IDを入力してください,,,라인 ID를 입력하십시오,,,Vui lòng nhập Line ID,,,कृपया लाइन आईडी दर्ज करें,,,applyAgent.lineIdHint
立刻申請成為代理,立刻申请成为代理,Apply now to become an agent,,ยื่นคำขอเป็นตัวแทนทันที,,,エージェントとしてすぐに適用します,,,에이전트로 즉시 적용하십시오,,,Lập tức đăng ký trở thành Đại lý,,,एजेंट बनने के लिए अभी आवेदन करें,,,applyAgent.applyAgentImmediatelyButton
授權夥伴與我們共享成功果實。前端服務品質至關重要，因此我們只會與夥伴合作完成此項任務。,授权伙伴与我们共享成功果实。前端服务品质至关重要，因此我们只会与伙伴合作完成此项任务。,"Our partners are authorized to share the fruits of success with us. The quality of front-end service is very important, so we will only work with our partners to complete this task.",,พันธมิตรของเราได้รับอนุญาตให้แบ่งปันผลแห่งความสำเร็จกับเรา คุณภาพของบริการส่วนหน้ามีความสำคัญมาก ดังนั้นเราจะทำงานร่วมกับพันธมิตรของเราเพื่อทำงานนี้ให้สำเร็จเท่านั้น,,,認可されたパートナーは、成功した果物を私たちと共有しています。フロントエンドサービスの品質は重要であるため、このタスクを完了するためにパートナーとのみ協力します。,,,공인 파트너는 성공적인 과일을 우리와 공유합니다. 프론트 엔드 서비스의 품질은 중요 하므로이 작업을 완료하기 위해 파트너와 협력 할 것입니다.,,,"Đối tác được ủy quyền cùng chúng tôi hưởng kết quả thành công. Chất lượng dịch vụ hàng đầu quan trọng nhất, vì thế, chúng tôi chỉ hợp tác với đối tác để hoàn thành nhiệm vụ này.",,,"अधिकृत साझेदार सफलता के फल हमारे साथ साझा करते हैं। फ्रंट-एंड सेवा गुणवत्ता महत्वपूर्ण है, इसलिए हम इस कार्य पर केवल भागीदारों के साथ काम करते हैं।",,,applyAgent.applyAgentTip
可以在短邊推測,可以在短边推测,You can speculat on the short side,,คุณสามารถเก็งกำไรในด้านสั้น,,,短い面で推測することができます,,,짧은 쪽에서 추측 할 수 있습니다,,,Có thể suy ra từ bên ngắn,,,लघु पक्ष पर अनुमान लगाया जा सकता है,,,applyAgent.medalTitle1
獲得更多收益,获得更多收益,to gain more profits,,เพื่อให้ได้กำไรมากขึ้น,,,より多くのメリットを得る,,,더 많은 혜택을 얻으십시오,,,Nhận thêm được nhiều lợi ích,,,अधिक लाभ प्राप्त करें,,,applyAgent.medalTitle2
降低風險,降低风险,and reduce risk.,,และลดความเสี่ยง,,,リスクを減らします,,,위험을 줄입니다,,,Giảm thấp rủi ro,,,जोखिम कम करें,,,applyAgent.medalTitle3
代理條件,代理条件,Terms of Agency,,เงื่อนไขตัวแทน,,,プロキシ条件,,,프록시 조건,,,Điều kiện Đại lý,,,एजेंसी की शर्तें,,,"agentSetting.agentCondition,agentCondition.appBarTitle"
代理資金明細,代理资金明细,Agency Funds Details,,รายละเอียดกองทุนตัวแทน,,,エージェントファンドの詳細,,,에이전트 펀드 세부 사항,,,Hóa đơn vốn Đại lý,,,एजेंसी फंड विवरण,,,agentSetting.agentPaymentDetail
未完成,未完成,Unfinished,,ยังไม่เสร็จ,,,元に戻す,,,푼,,,Chưa hoàn thành,,,अभी तक पूरा नहीं हुआ,,,achievementsLevel.filter.typesUndone
未領取,未领取,Unclaimed,,ยังไม่รับ,,,無アカリミー,,,비정상적인,,,Chưa lĩnh nhận,,,अभी तक नहीं मिला,,,achievementsLevel.filter.typesNotReceived
已領取,已领取,Received,,ได้รับแล้ว,,,受け取った,,,받았다,,,Đã lĩnh nhận,,,प्राप्त,,,"achievementsLevel.filter.typesReceived,achievementsLevelList.typesReceived"
成就獎勵領取僅限「真實帳戶」交易行為,成就奖励领取仅限「真实账户」交易行为,Achievement rewards are only available for transactions in real accounts.,,รางวัลความสำเร็จมีให้สำหรับธุรกรรมในบัญชีจริงเท่านั้น,,,達成報酬のコレクションは、「実際のアカウント」トランザクション動作に限定されています,,,"Achievement Reward Collection은 ""실제 계정""거래 동작으로 제한됩니다.",,,Lĩnh nhận thưởng khuyến khích thành tựu chỉ dành cho hành vi giao dịch “Tài khoản thực”,,,"उपलब्धि पुरस्कार केवल ""वास्तविक खाता"" लेनदेन के लिए उपलब्ध हैं",,,"achievementsLevel.rewardTip,referralCodeShare.headerTip"
尚無成就任務,尚无成就任务,No achievement tasks yet,,ยังไม่มีภารกิจสำเร็จ,,,達成タスクなし,,,성취 과제가 없습니다,,,Không có nhiệm vụ thành tựu,,,अभी तक कोई उपलब्धि नहीं,,,achievementsLevel.emptyTip
一鍵領\n取獎勵,一键领\n取奖励,Click to Receive \n Rewards,,คลิกเพื่อรับ \n รางวัล,,,1つのカラーをクリックして、報酬を得る,,,하나 -Click Collar \ n 보상을 받으십시오,,,Một phím lĩnh \n nhận thưởng khuyến khích,,,एक क्लिक से पुरस्कार प्राप्त करें\n,,,"achievementsLevel.pickUpAllButton,dailyMission.pickUpAllButton"
無可領取獎勵,无可领取奖励,No rewards available,,ไม่มีรางวัล,,,報酬を受け取れません,,,보상을받을 수 없습니다,,,Không có thưởng khuyến khích có thể lĩnh nhận,,,कोई पुरस्कार उपलब्ध नहीं,,,"achievementsLevel.noRewardAvailable,dailyMission.noRewardAvailable"
領取獎勵失敗,领取奖励失败,Failed to claim rewards,,ล้มเหลวในการรับรางวัล,,,報酬を受け取るには失敗しました,,,보상을받지 못했습니다,,,Lĩnh nhận thưởng khuyến khích không thành công,,,पुरस्कारों का दावा करने में विफल,,,"achievementsLevel.rewardFailed,dailyMission.rewardFailed"
前往交易,前往交易,Trade Now,,เทรดเลย,,,トランザクションに移動します,,,거래로 이동하십시오,,,Vào giao dịch,,,व्यापार पर जाओ,,,achievementsLevel.goTradeButton
可使用獎勵,可使用奖励,Rewards Available,,สามารถใช้รางวัล,,,利用可能な報酬,,,사용 가능한 보상,,,Thưởng khuyến khích có thể sử dụng,,,उपलब्ध पुरस्कार,,,award.tabAvailable
歷史獎勵,历史奖励,Reward History,,ประวัติรางวัล,,,歴史的な報酬,,,역사적 보상,,,Thưởng khuyến khích lịch sử,,,ऐतिहासिक पुरस्कार,,,"award.tabHistory,bonusHistory.tabTitle"
獎勵來源,奖励来源,Source of Rewards,,ที่มาของรางวัล,,,報酬ソース,,,보상 출처,,,Nguồn thưởng khuyến khích,,,इनाम स्रोत,,,"awardList.source,bonusHistory.itemSource"
領取時間,领取时间,Collection Time,,เวลารับ,,,受信時間,,,시간을받습니다,,,Thời gian lĩnh nhận,,,संग्रह का समय,,,"awardList.pickUpTime,bonusHistory.itemCreated"
使用期限,使用期限,Validity Period,,ระยะเวลาที่ใช้ได้,,,使用期間,,,사용 기간,,,Thời hạn sử dụng,,,उपयोग की अवधि,,,awardList.expiryDate
使用時間,使用时间,Time of Usage,,เวลาใช้งาน,,,使用時間,,,사용 시간,,,Thời gian sử dụng,,,उपयोग के समय,,,awardList.usageTime
已使用,已使用,Used,,ใช้แล้ว,,,使用済み,,,사용된,,,Đã sử dụng,,,इस्तेमाल किया गया,,,awardList.used
已逾期,已逾期,Overdue,,หมดอายุ,,,期限切れ,,,기한이 지난,,,Đã quá hạn,,,अतिदेय,,,awardList.expired
永久使用,永久使用,Permanent Use,,ใช้งานถาวร,,,恒久的な使用,,,영구적 인 사용,,,Sử dụng lâu dài,,,स्थायी उपयोग,,,awardList.useForever
推薦朋友 共同獲利,推荐朋友 共同获利,Recommend friends to make profits together.,,แนะนำเพื่อนมาทำกำไรด้วยกัน,,,一緒に利益を得るように友達をお勧めします,,,친구들이 함께 이익을 추천합니다,,,Giới thiệu bạn bè  Cùng được lợi,,,दोस्तों को मिलकर लाभ कमाने की सलाह दें,,,referralCodeShare.shareFriendTitle
交易越多賺越多，推薦好友投資，即可獲得獎勵唷,交易越多赚越多，推荐好友投资，即可获得奖励唷,"The more you trade, the more you earn. If you recommend a friend to invest, you can get rewards.",,ยิ่งคุณเทรดมากเท่าไหร่ คุณก็ยิ่งได้รับมากขึ้นเท่านั้น หากคุณแนะนำเพื่อนให้ลงทุน คุณสามารถรับรางวัลไปเลย,,,トランザクションが多いほど、稼ぐことが多くなり、友達に投資をお勧めすると報酬を得ることができます,,,거래가 많을수록 더 많은 돈을 벌고 친구가 투자하도록 추천 할 때 보상을받을 수 있습니다.,,,"Giao dịch càng nhiều, kiếm được càng nhiều, giới thiệu bạn bè đầu tư, có thể giành được thưởng khuyến khích",,,"आप जितना अधिक लेन-देन करेंगे, उतना अधिक कमाएंगे, और दोस्तों को निवेश की अनुशंसा करके पुरस्कार प्राप्त कर सकते हैं।",,,referralCodeShare.shareFriendSubtitle
發送連結邀請,发送连结邀请,Send Invitation Link,,ส่งลิงค์คำเชิญ,,,リンクの招待状を送信します,,,링크 초대를 보내십시오,,,Phát lời mời liên kết,,,लिंक आमंत्रण भेजें,,,referralCodeShare.sendInviteLink
社群分享,社群分享,Community Sharing,,การแบ่งปันในชุมชน,,,コミュニティの共有,,,커뮤니티 공유,,,Chia sẻ mạng xã hội,,,सामाजिक साझाकरण,,,referralCodeShare.communityShareTitle
已複製至剪貼板,已复制至剪贴板,Copied to Clipboard,,คัดลอกไปยังคลิปบอร์ดแล้ว,,,クリップボードにコピー,,,클립 보드에 복사,,,Đã copy vào bảng cắt dán,,,क्लिपबोर्ड पर नकल,,,"referralCodeShare.copyToClipboardSuccess,copyButton.copyToClipboardSuccess"
身份審核中,身份审核中,身份審核中,,กำลังตรวจสอบ ID,,,,,,,,,Nhận biết,,,पहचान की समीक्षा की जा रही है,,,kycThemes.themeDataTabAuditTitle
開通模擬帳戶,开通模拟账户,Open simulated account,,เปิดบัญชีเสมือนจริง,,,,,,,,,Mở tài khoản analog,,,एक डेमो खाता खोलें,,,"kycThemes.appBarTitleThemePaper,kycManager.paperVerify"
請選擇,请选择,Please select,,โปรดเลือก,,,,,,,,,xin vui lòng chọn,,,कृपया चुनें,,,"kycThemes.dropListFieldEmptyTip,kycThemes.multiCheckListFieldEmptyTip,kycThemes.radioFieldEmptyTip,kycFieldDefault.listDefaultTitle,noviceGuide.transactionGuide.stepLotsAdd2Part1,noviceGuide.transactionGuide.stepLeverSettingPart1,noviceGuide.transactionGuide.stepProfitLossIntroduction2Part1,bindPaymentInfo.dropListFieldEmptyTip"
入金驗證,入金验证,Deposit verification,,การตรวจสอบการฝาก,,,,,,,,,Xác minh vàng,,,जमा सत्यापन,,,"kycThemes.appBarTitleThemeDeposit,kycThemes.themeDepositTabTitle,kycManager.depositVerify"
出金驗證,出金验证,Withdrawal verification,,การตรวจสอบการถอน,,,,,,,,,Xác minh vàng,,,निकासी सत्यापन,,,"kycThemes.appBarTitleThemeWithdraw,kycThemes.themeWithdrawTabTitle,kycManager.withdrawVerify"
模擬驗證,模拟验证,Simulate account certification,,การรับรองบัญชีทดลอง/เสมือนจริง,,,,,,,,,Xác minh mô phỏng,,,सिमुलेशन सत्यापन,,,kycThemes.themePaperTabTitle
入金審核中,入金审核中,"Deposit
review",,กำลังตรวจสอบการฝาก,,,,,,,,,Đánh giá vàng,,,जमा समीक्षाधीन है,,,kycThemes.themeDepositTabAuditTitle
出金審核中,出金审核中,"Withdrawal
review",,กำลังตรวจสอบการถอน,,,,,,,,,Đánh giá vàng,,,वापसी की समीक्षा चल रही है,,,kycThemes.themeWithdrawTabAuditTitle
模擬審核中,模拟审核中,模擬審核中,,กำลังตรวจสอบบัญชีทดลอง/เสมือนจริง,,,,,,,,,Đánh giá mô phỏng,,,सिमुलेशन समीक्षा प्रगति पर है,,,kycThemes.themePaperTabAuditTitle
提交,提交,Submit,,ส่ง,,,,,,,,,nộp,,,जमा करना,,,kycThemes.apply
請填寫,请填写,Please fill out,,โปรดกรอกข้อมูล,,,,,,,,,Vui lòng điền,,,कृपया भर दें,,,kycThemes.textFieldEmptyTip
請上傳,请上传,please upload,,โปรดอัปโหลด,,,,,,,,,Vui lòng tải lên,,,कृपया अपलोड करें,,,kycThemes.imageFieldEmptyTip
帳戶驗證,账户验证,Account verification,,การตรวจสอบบัญชี,,,,,,,,,Xác minh tài khoản,,,खाता सत्यापन,,,kycManager.appBarTitle
個人信息,个人信息,Personal information,,ข้อมูลส่วนบุคคล,,,,,,,,,thông tin cá nhân,,,व्यक्तिगत जानकारी,,,"kycManager.infoView,kycData.appBarTitle"
請完成身份驗證，以確保帳戶安全,请完成身份验证，以确保账户安全,Please complete identity verification to ensure account security,,โปรดทำการยืนยันตัวตนให้เสร็จสิ้นเพื่อรับรองความปลอดภัยของบัญชี,,,,,,,,,Vui lòng hoàn thành xác thực của bạn để đảm bảo bảo mật tài khoản,,,कृपया अपने खाते को सुरक्षित करने के लिए प्रमाणीकरण पूरा करें,,,kycManager.idVerifyDesc
請完成入金驗證，以確保入金操作安全,请完成入金验证，以确保入金操作安全,Please complete the deposit verification to ensure the safety of the deposit,,โปรดทำการยืนยันการฝากให้เสร็จสิ้นเพื่อรับรองความปลอดภัยของการฝาก,,,,,,,,,Vui lòng hoàn thành xác thực tiền gửi để đảm bảo an toàn cho việc thanh toán vàng,,,कृपया जमा संचालन की सुरक्षा सुनिश्चित करने के लिए जमा सत्यापन पूरा करें,,,kycManager.depositVerifyDesc
請完成出金驗證，以確保出金操作安全,请完成出金验证，以确保出金操作安全,Please complete the gold withdrawal verification to ensure the safety of the gold withdrawal,,โปรดทำการยืนยันการถอนทองให้เสร็จสิ้นเพื่อรับรองความปลอดภัยของการถอนทอง,,,,,,,,,Vui lòng hoàn thành xác minh vàng để đảm bảo sự an toàn của các bài tập vàng,,,कृपया निकासी कार्रवाई की सुरक्षा सुनिश्चित करने के लिए निकासी सत्यापन पूरा करें,,,kycManager.withdrawVerifyDesc
立即完成驗證，可以享受模擬帳戶體驗,立即完成验证，可以享受模拟账户体验,Complete the verification now and enjoy the demo account experience,,ทำการยืนยันตอนนี้และสนุกไปกับประสบการณ์การใช้บัญชีทอลอง,,,,,,,,,"Hoàn thành xác minh ngay lập tức, bạn có thể tận hưởng trải nghiệm tài khoản mô phỏng",,,अभी सत्यापन पूरा करें और डेमो अकाउंट अनुभव का आनंद लें,,,kycManager.paperVerifyDesc
驗證,验证,certified,,ได้รับการรับรอง,,,,,,,,,xác minh,,,सत्यापित करें,,,kycManager.verifyButton
上傳送審資料成功,上传送审资料成功,Documents for Review Uploaded and Submitted Successfully,,อัปโหลดและส่งเอกสารเรียบร้อยแล้ว,,,成功,,,성공,,,Tải lên thông tin gửi đi thẩm hạch thành công,,,समीक्षा डेटा अपलोड सफल,,,identifyVerification.uploadSuccess
語言,语言,Language,,ภาษา,,,言語,,,언어,,,Ngôn ngữ,,,भाषा,,,"setting.languageTitle,languageSetting.appBarTitle"
系統,系统,System,,ระบบ,,,システム,,,체계,,,Hệ thống,,,प्रणाली,,,"setting.languageDefault,languageSetting.localeDefault"
漲跌顏色,涨跌颜色,Color of Ups and Downs,,สีสันแห่งการขึ้น ๆ ลง ๆ,,,浮き沈みの色,,,기복의 색상,,,Màu tăng giảm,,,चढ़ते और गिरते रंग,,,"setting.upDownColorTitle,upDownColorSetting.appBarTitle"
通知設定,通知设定,Notification Settings,,ตั้งค่าการแจ้งเตือน,,,通知設定,,,알림 설정,,,Thiết lập thông báo,,,अधिसूचना सेटिंग्स,,,setting.notifySettingTitle
檢查更新,检查更新,Check for Updates,,ตรวจสอบสำหรับการอัพเดต,,,アップデートを確認,,,업데이트 확인,,,Kiểm tra cập nhật,,,अद्यतन के लिए जाँच,,,setting.checkUpdateTitle
更新日誌,更新日志,Version Log,,เวอร์ชันปัจจุบัน,,,現行版,,,현재 버전,,,Phiên bản hiện tại,,,संस्करण लॉग,,,"setting.currentVersionTitle,changelog.appBarTitle"
清理緩存,清理缓存,Clear Cache,,ล้างแคช,,,キャッシュをクリーンアップします,,,캐시를 정리하십시오,,,Xóa dọn bộ nhớ đệm,,,कैश को साफ़ करें,,,setting.clearCacheTitle
清除快取失敗,清除快取失败,Failed to clear cache,,ไม่สามารถล้างแคช,,,迅速な収集の障害を明確にします,,,빠른 수집 실패를 명확하게합니다,,,Xóa lấy nhanh không thành công,,,कैश साफ़ करना विफल रहा,,,setting.errorClearCacheFail
綠漲紅跌,绿涨红跌,Green Up and Red Down,,สีเขียวขึ้นและสีแดงลง,,,緑の上昇と赤,,,녹색 상승과 빨간색,,,"Xanh lá cây tăng, đỏ giảm",,,हरा उगता है और लाल गिरता है,,,"setting.upGreenDownRed,upDownColorSetting.upGreenDownRed"
紅漲綠跌,红涨绿跌,Red Up and Green Down,,สีแดงขึ้นและสีเขียวลง,,,赤い上昇と緑,,,빨간 상승과 녹색,,,"Đỏ tăng, xanh lá cây giảm",,,लाल उगता है और हरा गिरता है,,,"setting.upRedDownGreen,upDownColorSetting.upRedDownGreen"
已是最新版本,已是最新版本,It is the latest version.,,เป็นรุ่นล่าสุด,,,すでに最新バージョン,,,이미 최신 버전입니다,,,Đã là phiên bản mới nhất,,,पहले से ही नवीनतम संस्करण,,,setting.versionIsNewest
已清理 {size} MB,已清理 {size} MB,Cleared {size} MB,,เคลียร์แล้ว {size} MB,,,Cleanned {size} mb,,,청소 {size} mb,,,Đã xóa dọn {size} MB,,,साफ़ किया गया {size} एमबी,,,setting.clearCacheToast
尚無緩存需要清理,尚无缓存需要清理,No cache to clear yet,,ยังไม่มีแคชให้ล้าง,,,キャッシュをクリーンアップする必要はありません,,,캐시를 정리할 필요가 없습니다,,,Không có bộ nhớ đệm cần xóa dọn,,,अभी तक साफ़ करने के लिए कोई कैश नहीं है,,,setting.noCacheNeedClean
伺服器線路,服务器线路,Server Line,,ไลน์เซิร์ฟเวอร์,,,,,,,,,Dòng máy chủ,,,सर्वर लाइन,,,"setting.serverLine,serverLineSetting.title"
"您目前沒有任何出金帳戶，請按下方或右上角「+」按鈕新增後
 進行審核。 ","您目前没有任何出金账户，请按下方或右上角「+」按钮新增后
 进行审核。","You do not have any withdrawal account currently. Please click the ""+"" button below or the one in the upper right corner to add an account for review.",,"คุณไม่มีบัญชีถอนเงินใด ๆ ในขณะนี้ โปรดคลิกปุ่ม ""+"" ด้านล่างหรือปุ่มที่มุมบนขวาเพื่อทำการเพิ่มบัญชีเพื่อตรวจสอบ",,,現在、ゴールドアカウントはありません。以下または右上隅の「+」ボタンが追加された後診る。,,,"현재 금 계정이 없으며 아래 또는오른쪽 상단의 ""+""버튼이 추가 된 후조사하다.",,,"Bạn hiện tại không có bất kỳ tài khoản xuất tiền nào, vui lòng nhấn vào nút “+” ở phía dưới hoặc góc trên bên phải để thêm mới,sau đó tiến hành thẩm hạch.",,," आपके पास वर्तमान में कोई निकासी खाता नहीं है, कृपया इसे समीक्षा के लिए जोड़ने के लिए नीचे या ऊपरी दाएं कोने में ""+"" बटन पर क्लिक करें।",,,accountPaymentManager.emptyTip
新增出金帳戶,新增出金账户,Add Withdrawal Account,,เพิ่มบัญชีถอนเงิน,,,ゴールドアカウントを追加しました,,,골드 계정이 추가되었습니다,,,Thêm tài khoản xuất tiền,,,एक नया निकासी खाता जोड़ें,,,accountPaymentManager.addBankAccount
可使用,可使用,Enable,,สามารถใช้,,,,,,,,,có thể sử dụng,,,प्रयोग करने योग्य हो,,,accountPaymentManager.statusSuccess
未過審,未过审,Not approved,,ไม่ผ่านการอนุมัติ,,,試用過剰ではありません,,,과도한 재판이 아닙니다,,,Chưa thẩm hạch,,,अननुमोदित,,,accountPaymentManager.statusFail
目前無出金方式，如要新增出金帳戶，請,目前无出金方式，如要新增出金账户，请,"There is no withdrawal method currently. If you want to add a new withdrawal account, please",,ขณะนี้ยังไม่มีช่องทางการถอนเงิน หากคุณต้องการเพิ่มบัญชีถอนใหม่ โปรด,,,現在、金の方法はありません。ゴールドアカウントを追加したい場合は、お願いします,,,현재 금 방법이 없습니다. 금 계정을 추가하고 싶다면 제발주세요.,,,"Hiện tại không có phương thức xuất tiền, nếu cần thêm tài khoản xuất tiền, vui long liên",,,"वर्तमान में कोई निकासी विधि नहीं है, यदि आप एक नया निकासी खाता जोड़ना चाहते हैं",,,accountPaymentManager.paymentCategoryEmptyPopup.noPaymentTip
聯繫客服人員,联系客服人员,contact customer support,,ติดต่อฝ่ายบริการลูกค้า,,,カスタマーサービススタッフに連絡してください,,,고객 서비스 직원에게 문의하십시오,,,hệ với nhân viên Dịch vụ Khách hàng,,,ग्राहक सेवा से सम्पर्क करें,,,accountPaymentManager.paymentCategoryEmptyPopup.contactCustomerService
請輸入身分證上的姓名,请输入身分证上的姓名,Please enter the name on your ID card.,,กรุณากรอกชื่อที่ตรงกันกับบัตรประจำตัวประชาชน,,,IDカードに名前を入力してください,,,ID 카드에 이름을 입력하십시오,,,Vui lòng nhập họ tên trên CMT,,,कृपया अपने आईडी कार्ड पर नाम दर्ज करें,,,"kycFieldDefault.realName.hint,personalVerify.realNameHint"
英文姓名,英文姓名,English Name,,ชื่อภาษาอังกฤษ,,,英語名,,,영어 이름,,,Họ tên tiếng Anh,,,अंग्रेजी नाम,,,"kycFieldDefault.enName.fieldHeader,accountIdentifyData.englishNameTitle,personalVerify.englishNameTitle"
請輸入英文姓名,请输入英文姓名,Please enter English name,,โปรดกรอกชื่อภาษาอังกฤษ,,,,,,,,,Vui lòng nhập tên tiếng Anh,,,कृपया अपना अंग्रेजी नाम दर्ज करें,,,kycFieldDefault.enName.hint
地址,地址,Address,,ที่อยู่,,,住所,,,주소,,,Địa chỉ,,,पता,,,"kycFieldDefault.address.fieldHeader,accountIdentifyData.addressTitle,personalVerify.addressTitle"
請輸入地址,请输入地址,Please enter address,,โปรดกรอกที่อยู่,,,,,,,,,Vui lòng nhập địa chỉ,,,कृपया पता दर्ज करें,,,kycFieldDefault.address.hint
就業狀態,就业状态,Employment Status,,สถานะการจ้างงาน,,,雇用状況,,,고용 상태,,,Trạng thái việc làm,,,रोज़गार की स्थिति,,,"kycFieldDefault.employmentStatus.fieldHeader,accountIdentifyData.employmentTitle,personalVerify.employmentStatusTitle"
在職中,在职中,In service,,มีงาน,,,-Serviceで,,,-서비스에서,,,Tại chức,,, नियोजित हैं  ,,,"kycFieldDefault.employmentStatus.employed,personalVerify.employmentStatusEmployed"
自營,自营,Self-employed,,อาชีพอิสระ,,,自営業,,,자영업자,,,Tự kinh doanh,,, स्वरोजगार ,,,"kycFieldDefault.employmentStatus.selfEmployed,personalVerify.employmentStatusSelfEmployed"
待業,待业,Unemployed,,ว่างงาน,,,世話をしてください,,,을 돌보다,,,Chờ việc,,, बेरोजगार ,,,"kycFieldDefault.employmentStatus.unemployed,personalVerify.employmentStatusUnemployed"
學生,学生,Student,,นักเรียน,,,学生,,,학생,,,Học sinh,,,विद्यार्थी ,,,"kycFieldDefault.employmentStatus.student,personalVerify.employmentStatusStudent"
退休,退休,Retirement,,เกษียณ,,,引退,,,은퇴하십시오,,,Nghỉ hưu,,, सेवानिवृत्त ,,,"kycFieldDefault.employmentStatus.retire,personalVerify.employmentStatusRetire"
交易經驗,交易经验,Experience in Trading,,ประสบการณ์การเทรด,,,取引経験,,,거래 경험,,,Kinh nghiệm giao dịch,,,ट्रेडिंग का अनुभव,,,"kycFieldDefault.tradingExperience.fieldHeader,accountIdentifyData.transactionExperienceTitle,personalVerify.tradingExperienceTitle"
不足一年,不足一年,Less than a year,,ไม่ถึงปี,,,1年未満,,,1 년 미만,,,Chưa đủ 1 năm,,,एक साल से भी कम,,,"kycFieldDefault.tradingExperience.below1y,personalVerify.tradingExperienceRangeBelow1y"
